اسم السورة,ترتيب السورة,رقم الآية,كم تمثل الآية من سطر
الزمر,39,58,1.3
الزمر,39,59,1.4
الزمر,39,60,1.9
الزمر,39,61,1.3
الزمر,39,62,0.9
الزمر,39,63,1.5
الزمر,39,64,0.8
الزمر,39,65,1.8
الزمر,39,66,0.7
الزمر,39,67,2.4
الزمر,39,68,2
الزمر,39,69,2
الزمر,39,70,1
الزمر,39,71,4
الزمر,39,72,1.4
الزمر,39,73,2.6
الزمر,39,74,2
الزمر,39,75,2
ص,38,1,1.4
ص,38,2,0.6
ص,38,3,0.9
ص,38,4,1.1
ص,38,5,0.8
ص,38,6,1.2
ص,38,7,0.9
ص,38,8,1.1
ص,38,9,0.8
ص,38,10,1.2
ص,38,11,0.7
ص,38,12,0.8
ص,38,13,1
ص,38,14,0.7
ص,38,15,0.9
ص,38,16,0.9
ص,38,17,1
ص,38,18,0.9
ص,38,19,0.5
ص,38,20,0.9
ص,38,21,0.8
ص,38,22,2.4
ص,38,23,1.4
ص,38,24,3.1
ص,38,25,1
ص,38,26,3
ص,38,27,1.4
ص,38,28,1.6
ص,38,29,1.1
ص,38,30,0.9
ص,38,31,0.8
ص,38,32,1.2
ص,38,33,0.8
ص,38,34,1
ص,38,35,1.2
ص,38,36,0.8
ص,38,37,0.5
ص,38,38,0.6
ص,38,39,0.7
ص,38,40,0.5
ص,38,41,1.2
ص,38,42,0.7
ص,38,43,1
ص,38,44,1.4
ص,38,45,1.1
ص,38,46,0.6
ص,38,47,0.8
ص,38,48,0.9
ص,38,49,0.7
ص,38,50,0.5
ص,38,51,1
ص,38,52,0.6
ص,38,53,0.5
ص,38,54,0.6
ص,38,55,0.7
ص,38,56,0.5
ص,38,57,0.6
ص,38,58,0.5
ص,38,59,1
ص,38,60,1
ص,38,61,1
ص,38,62,0.9
ص,38,63,0.7
ص,38,64,0.5
ص,38,65,0.9
ص,38,66,0.8
ص,38,67,0.3
ص,38,68,0.4
ص,38,69,0.7
ص,38,70,0.6
ص,38,71,0.8
ص,38,72,0.9
ص,38,73,0.6
ص,38,74,0.8
ص,38,75,1.3
ص,38,76,0.8
ص,38,77,0.5
ص,38,78,0.6
ص,38,79,0.6
ص,38,80,0.5
ص,38,81,0.5
ص,38,82,0.7
ص,38,83,0.6
ص,38,84,0.4
ص,38,85,0.9
ص,38,86,0.7
ص,38,87,0.5
ص,38,88,0.5
الصافات,37,1,1.4
الصافات,37,2,0.3
الصافات,37,3,0.3
الصافات,37,4,0.3
الصافات,37,5,0.9
الصافات,37,6,0.7
الصافات,37,7,0.4
الصافات,37,8,0.9
الصافات,37,9,0.6
الصافات,37,10,0.7
الصافات,37,11,1.2
الصافات,37,12,0.4
الصافات,37,13,0.5
الصافات,37,14,0.4
الصافات,37,15,0.5
الصافات,37,16,0.7
الصافات,37,17,0.4
الصافات,37,18,0.4
الصافات,37,19,0.7
الصافات,37,20,0.4
الصافات,37,21,0.9
الصافات,37,22,0.9
الصافات,37,23,0.6
الصافات,37,24,0.5
الصافات,37,25,0.4
الصافات,37,26,0.4
الصافات,37,27,0.6
الصافات,37,28,0.6
الصافات,37,29,0.5
الصافات,37,30,0.9
الصافات,37,31,0.6
الصافات,37,32,0.4
الصافات,37,33,0.6
الصافات,37,34,0.6
الصافات,37,35,0.9
الصافات,37,36,0.7
الصافات,37,37,0.7
الصافات,37,38,0.5
الصافات,37,39,0.6
الصافات,37,40,0.5
الصافات,37,41,0.5
الصافات,37,42,0.4
الصافات,37,43,0.3
الصافات,37,44,0.3
الصافات,37,45,0.6
الصافات,37,46,0.4
الصافات,37,47,0.7
الصافات,37,48,0.5
الصافات,37,49,0.4
الصافات,37,50,0.8
الصافات,37,51,0.6
الصافات,37,52,0.5
الصافات,37,53,0.6
الصافات,37,54,0.5
الصافات,37,55,0.5
الصافات,37,56,0.6
الصافات,37,57,0.7
الصافات,37,58,0.4
الصافات,37,59,0.7
الصافات,37,60,0.5
الصافات,37,61,0.5
الصافات,37,62,0.6
الصافات,37,63,0.6
الصافات,37,64,0.7
الصافات,37,65,0.6
الصافات,37,66,0.8
الصافات,37,67,0.6
الصافات,37,68,0.6
الصافات,37,69,0.5
الصافات,37,70,0.5
الصافات,37,71,0.6
الصافات,37,72,0.5
الصافات,37,73,0.9
الصافات,37,74,0.5
الصافات,37,75,0.7
الصافات,37,76,0.8
الصافات,37,77,0.4
الصافات,37,78,0.5
الصافات,37,79,0.5
الصافات,37,80,0.5
الصافات,37,81,0.4
الصافات,37,82,0.5
الصافات,37,83,0.5
الصافات,37,84,0.5
الصافات,37,85,0.7
الصافات,37,86,0.5
الصافات,37,87,0.5
الصافات,37,88,0.5
الصافات,37,89,0.3
الصافات,37,90,0.4
الصافات,37,91,0.6
الصافات,37,92,0.4
الصافات,37,93,0.4
الصافات,37,94,0.4
الصافات,37,95,0.5
الصافات,37,96,0.5
الصافات,37,97,0.7
الصافات,37,98,0.8
الصافات,37,99,0.5
الصافات,37,100,0.5
الصافات,37,101,0.5
الصافات,37,102,2.5
الصافات,37,103,0.5
الصافات,37,104,0.4
الصافات,37,105,0.9
الصافات,37,106,0.4
الصافات,37,107,0.5
الصافات,37,108,0.4
الصافات,37,109,0.4
الصافات,37,110,0.5
الصافات,37,111,0.5
الصافات,37,112,0.7
الصافات,37,113,1.3
الصافات,37,114,0.6
الصافات,37,115,0.9
الصافات,37,116,0.6
الصافات,37,117,0.6
الصافات,37,118,0.7
الصافات,37,119,0.5
الصافات,37,120,0.6
الصافات,37,121,0.8
الصافات,37,122,0.6
الصافات,37,123,0.6
الصافات,37,124,0.4
الصافات,37,125,0.7
الصافات,37,126,0.9
الصافات,37,127,0.5
الصافات,37,128,0.5
الصافات,37,129,0.5
الصافات,37,130,0.4
الصافات,37,131,0.4
الصافات,37,132,0.5
الصافات,37,133,0.5
الصافات,37,134,0.5
الصافات,37,135,0.4
الصافات,37,136,0.4
الصافات,37,137,0.6
الصافات,37,138,0.5
الصافات,37,139,0.4
الصافات,37,140,0.6
الصافات,37,141,0.6
الصافات,37,142,0.5
الصافات,37,143,0.6
الصافات,37,144,0.6
الصافات,37,145,0.6
الصافات,37,146,0.6
الصافات,37,147,0.8
الصافات,37,148,0.5
الصافات,37,149,0.9
الصافات,37,150,0.9
الصافات,37,151,0.6
الصافات,37,152,0.5
الصافات,37,153,0.6
الصافات,37,154,0.4
الصافات,37,155,0.2
الصافات,37,156,0.4
الصافات,37,157,0.6
الصافات,37,158,1.1
الصافات,37,159,0.4
الصافات,37,160,0.5
الصافات,37,161,0.4
الصافات,37,162,0.4
الصافات,37,163,0.4
الصافات,37,164,0.5
الصافات,37,165,0.3
الصافات,37,166,0.4
الصافات,37,167,0.4
الصافات,37,168,0.5
الصافات,37,169,0.5
الصافات,37,170,0.5
الصافات,37,171,0.7
الصافات,37,172,0.3
الصافات,37,173,0.5
الصافات,37,174,0.4
الصافات,37,175,0.4
الصافات,37,176,0.4
الصافات,37,177,0.7
الصافات,37,178,0.4
الصافات,37,179,0.5
الصافات,37,180,0.8
الصافات,37,181,0.4
الصافات,37,182,1.6
يس,36,1,2.1
يس,36,2,0.4
يس,36,3,0.4
يس,36,4,0.4
يس,36,5,0.4
يس,36,6,0.8
يس,36,7,0.8
يس,36,8,1.1
يس,36,9,1.5
يس,36,10,0.9
يس,36,11,1.5
يس,36,12,1.7
يس,36,13,1
يس,36,14,1.3
يس,36,15,1.4
يس,36,16,0.6
يس,36,17,0.7
يس,36,18,1.3
يس,36,19,1.2
يس,36,20,1.3
يس,36,21,0.8
يس,36,22,0.9
يس,36,23,1.6
يس,36,24,0.6
يس,36,25,0.6
يس,36,26,0.8
يس,36,27,0.9
يس,36,28,1.2
يس,36,29,0.8
يس,36,30,1.2
يس,36,31,1.2
يس,36,32,0.6
يس,36,33,1.3
يس,36,34,1.3
يس,36,35,1.1
يس,36,36,1.6
يس,36,37,1
يس,36,38,1.2
يس,36,39,0.9
يس,36,40,1.6
يس,36,41,0.9
يس,36,42,0.5
يس,36,43,0.9
يس,36,44,0.6
يس,36,45,1.1
يس,36,46,1
يس,36,47,2.2
يس,36,48,0.8
يس,36,49,1
يس,36,50,1
يس,36,51,1
يس,36,52,1.5
يس,36,53,1.2
يس,36,54,1.3
يس,36,55,0.8
يس,36,56,0.8
يس,36,57,0.6
يس,36,58,0.6
يس,36,59,0.4
يس,36,60,1.5
يس,36,61,0.7
يس,36,62,1
يس,36,63,0.6
يس,36,64,0.8
يس,36,65,1.4
يس,36,66,1.3
يس,36,67,1.5
يس,36,68,1
يس,36,69,1
يس,36,70,1
يس,36,71,1.1
يس,36,72,0.9
يس,36,73,0.9
يس,36,74,0.9
يس,36,75,0.8
يس,36,76,1
يس,36,77,1.2
يس,36,78,1.2
يس,36,79,1
يس,36,80,1.3
يس,36,81,1.7
يس,36,82,1
يس,36,83,2
فاطر,35,1,4.2
فاطر,35,2,1.7
فاطر,35,3,2.1
فاطر,35,4,1
فاطر,35,5,1.4
فاطر,35,6,1.5
فاطر,35,7,1.5
فاطر,35,8,2.3
فاطر,35,9,1.7
فاطر,35,10,2.6
فاطر,35,11,3
فاطر,35,12,3.4
فاطر,35,13,3.5
فاطر,35,14,2.1
فاطر,35,15,1.1
فاطر,35,16,0.9
فاطر,35,17,0.4
فاطر,35,18,3.6
فاطر,35,19,0.5
فاطر,35,20,0.5
فاطر,35,21,0.5
فاطر,35,22,1.4
فاطر,35,23,0.3
فاطر,35,24,1.2
فاطر,35,25,1.7
فاطر,35,26,0.9
فاطر,35,27,2.3
فاطر,35,28,2.2
فاطر,35,29,2.1
فاطر,35,30,1.4
فاطر,35,31,1.7
فاطر,35,32,2.7
فاطر,35,33,1.6
فاطر,35,34,1.1
فاطر,35,35,1.5
فاطر,35,36,2.1
فاطر,35,37,3
فاطر,35,38,1.3
فاطر,35,39,2.3
فاطر,35,40,3.1
فاطر,35,41,1.9
فاطر,35,42,2
فاطر,35,43,2.7
فاطر,35,44,3
فاطر,35,45,3
سبأ,34,1,3.6
سبأ,34,2,1.7
سبأ,34,3,3.4
سبأ,34,4,1.5
سبأ,34,5,1.3
سبأ,34,6,1.8
سبأ,34,7,1.7
سبأ,34,8,1.5
سبأ,34,9,3
سبأ,34,10,1.3
سبأ,34,11,1.3
سبأ,34,12,2.9
سبأ,34,13,2.1
سبأ,34,14,2.9
سبأ,34,15,2
سبأ,34,16,2
سبأ,34,17,1
سبأ,34,18,2
سبأ,34,19,2.1
سبأ,34,20,1.2
سبأ,34,21,2
سبأ,34,22,2.7
سبأ,34,23,2
سبأ,34,24,1.9
سبأ,34,25,1
سبأ,34,26,1.1
سبأ,34,27,1.3
سبأ,34,28,1.7
سبأ,34,29,1
سبأ,34,30,1
سبأ,34,31,4
سبأ,34,32,1.8
سبأ,34,33,3.8
سبأ,34,34,1.4
سبأ,34,35,1
سبأ,34,36,1.1
سبأ,34,37,2.6
سبأ,34,38,1.2
سبأ,34,39,2.1
سبأ,34,40,1.1
سبأ,34,41,1.7
سبأ,34,42,1.7
سبأ,34,43,3.1
سبأ,34,44,1.2
سبأ,34,45,1.6
سبأ,34,46,2.6
سبأ,34,47,1.3
سبأ,34,48,0.7
سبأ,34,49,0.8
سبأ,34,50,1.4
سبأ,34,51,1
سبأ,34,52,1
سبأ,34,53,1.3
سبأ,34,54,1.5
الأحزاب,33,1,2.5
الأحزاب,33,2,1.2
الأحزاب,33,3,0.7
الأحزاب,33,4,3.2
الأحزاب,33,5,3.4
الأحزاب,33,6,4
الأحزاب,33,7,2
الأحزاب,33,8,1
الأحزاب,33,9,2.3
الأحزاب,33,10,2
الأحزاب,33,11,0.9
الأحزاب,33,12,1.5
الأحزاب,33,13,2.4
الأحزاب,33,14,1.5
الأحزاب,33,15,1.4
الأحزاب,33,16,1.4
الأحزاب,33,17,1.9
الأحزاب,33,18,1.6
الأحزاب,33,19,3.8
الأحزاب,33,20,2.6
الأحزاب,33,21,1.7
الأحزاب,33,22,2
الأحزاب,33,23,1.9
الأحزاب,33,24,1.9
الأحزاب,33,25,1.7
الأحزاب,33,26,2.1
الأحزاب,33,27,1.6
الأحزاب,33,28,2
الأحزاب,33,29,1.8
الأحزاب,33,30,2
الأحزاب,33,31,1.8
الأحزاب,33,32,2.1
الأحزاب,33,33,3.3
الأحزاب,33,34,1.8
الأحزاب,33,35,6
الأحزاب,33,36,2.1
الأحزاب,33,37,4.9
الأحزاب,33,38,1.9
الأحزاب,33,39,1.3
الأحزاب,33,40,1.8
الأحزاب,33,41,0.7
الأحزاب,33,42,0.4
الأحزاب,33,43,1.9
الأحزاب,33,44,0.9
الأحزاب,33,45,1
الأحزاب,33,46,0.7
الأحزاب,33,47,0.8
الأحزاب,33,48,1.6
الأحزاب,33,49,2.7
الأحزاب,33,50,7.3
الأحزاب,33,51,3.8
الأحزاب,33,52,2.2
الأحزاب,33,53,7.9
الأحزاب,33,54,1.1
الأحزاب,33,55,3
الأحزاب,33,56,1.7
الأحزاب,33,57,1.4
الأحزاب,33,58,1.9
الأحزاب,33,59,2.4
الأحزاب,33,60,2.4
الأحزاب,33,61,1
الأحزاب,33,62,1.2
الأحزاب,33,63,1.5
الأحزاب,33,64,0.7
الأحزاب,33,65,0.8
الأحزاب,33,66,1.3
الأحزاب,33,67,1
الأحزاب,33,68,1
الأحزاب,33,69,1.7
الأحزاب,33,70,0.9
الأحزاب,33,71,1.5
الأحزاب,33,72,2.2
الأحزاب,33,73,2.4
السجدة,32,1,1.1
السجدة,32,2,0.9
السجدة,32,3,1.9
السجدة,32,4,2.3
السجدة,32,5,1.7
السجدة,32,6,0.9
السجدة,32,7,1.1
السجدة,32,8,0.7
السجدة,32,9,1.7
السجدة,32,10,1.4
السجدة,32,11,1.3
السجدة,32,12,2
السجدة,32,13,2
السجدة,32,14,1.8
السجدة,32,15,1.8
السجدة,32,16,1.6
السجدة,32,17,1.1
السجدة,32,18,0.9
السجدة,32,19,1.5
السجدة,32,20,2.3
السجدة,32,21,1.4
السجدة,32,22,1.4
السجدة,32,23,1.6
السجدة,32,24,1.4
السجدة,32,25,1.2
السجدة,32,26,2
السجدة,32,27,2
السجدة,32,28,1
السجدة,32,29,1
السجدة,32,30,2
لقمان,31,1,2.1
لقمان,31,2,0.6
لقمان,31,3,0.5
لقمان,31,4,1.2
لقمان,31,5,0.9
لقمان,31,6,2
لقمان,31,7,1.7
لقمان,31,8,1
لقمان,31,9,0.9
لقمان,31,10,2.5
لقمان,31,11,1.6
لقمان,31,12,1.9
لقمان,31,13,1.4
لقمان,31,14,2
لقمان,31,15,3.1
لقمان,31,16,2.1
لقمان,31,17,1.8
لقمان,31,18,1.4
لقمان,31,19,1.3
لقمان,31,20,2.6
لقمان,31,21,2.1
لقمان,31,22,1.7
لقمان,31,23,1.6
لقمان,31,24,1
لقمان,31,25,1.7
لقمان,31,26,1
لقمان,31,27,2.1
لقمان,31,28,1.2
لقمان,31,29,2.3
لقمان,31,30,1.5
لقمان,31,31,1.9
لقمان,31,32,2.3
لقمان,31,33,3.1
لقمان,31,34,3.9
الروم,30,1,2.1
الروم,30,2,0.3
الروم,30,3,1.1
الروم,30,4,1.5
الروم,30,5,1
الروم,30,6,1
الروم,30,7,1
الروم,30,8,2.4
الروم,30,9,3.9
الروم,30,10,1.6
الروم,30,11,0.9
الروم,30,12,0.6
الروم,30,13,1.5
الروم,30,14,0.8
الروم,30,15,1.3
الروم,30,16,1.4
الروم,30,17,0.9
الروم,30,18,1.1
الروم,30,19,1.6
الروم,30,20,1.2
الروم,30,21,2.5
الروم,30,22,1.8
الروم,30,23,1.9
الروم,30,24,2.6
الروم,30,25,1.6
الروم,30,26,0.9
الروم,30,27,2.1
الروم,30,28,3.4
الروم,30,29,1.6
الروم,30,30,2.7
الروم,30,31,1.4
الروم,30,32,1.3
الروم,30,33,1.8
الروم,30,34,0.9
الروم,30,35,1.1
الروم,30,36,1.5
الروم,30,37,1.4
الروم,30,38,1.9
الروم,30,39,2.2
الروم,30,40,2.4
الروم,30,41,1.8
الروم,30,42,1.4
الروم,30,43,1.5
الروم,30,44,1.1
الروم,30,45,1.1
الروم,30,46,2
الروم,30,47,2
الروم,30,48,2.9
الروم,30,49,1
الروم,30,50,2
الروم,30,51,1
الروم,30,52,1.1
الروم,30,53,1.5
الروم,30,54,2.4
الروم,30,55,1.5
الروم,30,56,2.1
الروم,30,57,1.2
الروم,30,58,2.1
الروم,30,59,0.9
الروم,30,60,1.2
العنكبوت,29,1,2.1
العنكبوت,29,2,1
العنكبوت,29,3,1.5
العنكبوت,29,4,1.2
العنكبوت,29,5,1.1
العنكبوت,29,6,1.1
العنكبوت,29,7,1.7
العنكبوت,29,8,2.3
العنكبوت,29,9,1
العنكبوت,29,10,3
العنكبوت,29,11,1
العنكبوت,29,12,2.4
العنكبوت,29,13,1.6
العنكبوت,29,14,2
العنكبوت,29,15,1
العنكبوت,29,16,1.7
العنكبوت,29,17,3.1
العنكبوت,29,18,1.3
العنكبوت,29,19,1.5
العنكبوت,29,20,2
العنكبوت,29,21,0.9
العنكبوت,29,22,1.7
العنكبوت,29,23,1.8
العنكبوت,29,24,2
العنكبوت,29,25,3.5
العنكبوت,29,26,1.3
العنكبوت,29,27,2.2
العنكبوت,29,28,2
العنكبوت,29,29,3
العنكبوت,29,30,1
العنكبوت,29,31,2
العنكبوت,29,32,1.9
العنكبوت,29,33,2.7
العنكبوت,29,34,1.4
العنكبوت,29,35,1
العنكبوت,29,36,2
العنكبوت,29,37,1.4
العنكبوت,29,38,2.6
العنكبوت,29,39,2
العنكبوت,29,40,3.7
العنكبوت,29,41,2.7
العنكبوت,29,42,1.5
العنكبوت,29,43,1.1
العنكبوت,29,44,1.4
العنكبوت,29,45,2.6
العنكبوت,29,46,3
العنكبوت,29,47,2.4
العنكبوت,29,48,1.5
العنكبوت,29,49,1.6
العنكبوت,29,50,1.6
العنكبوت,29,51,2.1
العنكبوت,29,52,2.8
العنكبوت,29,53,1.6
العنكبوت,29,54,1
العنكبوت,29,55,1.4
العنكبوت,29,56,1
العنكبوت,29,57,0.9
العنكبوت,29,58,2
العنكبوت,29,59,0.6
العنكبوت,29,60,1.4
العنكبوت,29,61,1.5
العنكبوت,29,62,1.3
العنكبوت,29,63,2.3
العنكبوت,29,64,1.7
العنكبوت,29,65,1.5
العنكبوت,29,66,1
العنكبوت,29,67,1.8
العنكبوت,29,68,1.9
العنكبوت,29,69,1.1
القصص,28,1,2.1
القصص,28,2,0.6
القصص,28,3,1.2
القصص,28,4,2.4
القصص,28,5,1.7
القصص,28,6,1.6
القصص,28,7,2.4
القصص,28,8,2
القصص,28,9,1.8
القصص,28,10,2
القصص,28,11,1.2
القصص,28,12,2
القصص,28,13,2
القصص,28,14,1.2
القصص,28,15,3.8
القصص,28,16,1.3
القصص,28,17,1
القصص,28,18,1.8
القصص,28,19,2.9
القصص,28,20,2
القصص,28,21,1
القصص,28,22,1.1
القصص,28,23,3.3
القصص,28,24,1.3
القصص,28,25,3
القصص,28,26,1.3
القصص,28,27,3.2
القصص,28,28,1.8
القصص,28,29,3
القصص,28,30,2.2
القصص,28,31,2
القصص,28,32,3
القصص,28,33,1
القصص,28,34,1.8
القصص,28,35,2
القصص,28,36,1.9
القصص,28,37,1.9
القصص,28,38,3
القصص,28,39,1.4
القصص,28,40,1.8
القصص,28,41,1.3
القصص,28,42,1.5
القصص,28,43,2.2
القصص,28,44,1.2
القصص,28,45,2.5
القصص,28,46,2.3
القصص,28,47,2.2
القصص,28,48,2.8
القصص,28,49,1.4
القصص,28,50,2.6
القصص,28,51,0.9
القصص,28,52,0.9
القصص,28,53,1.2
القصص,28,54,1.6
القصص,28,55,1.8
القصص,28,56,1.4
القصص,28,57,2.7
القصص,28,58,2.1
القصص,28,59,2.4
القصص,28,60,1.5
القصص,28,61,1.8
القصص,28,62,1
القصص,28,63,1.9
القصص,28,64,1.6
القصص,28,65,0.8
القصص,28,66,1
القصص,28,67,1.3
القصص,28,68,1.7
القصص,28,69,0.9
القصص,28,70,1.5
القصص,28,71,2
القصص,28,72,2.4
القصص,28,73,1.6
القصص,28,74,1.2
القصص,28,75,1.9
القصص,28,76,2.9
القصص,28,77,3
القصص,28,78,2.7
القصص,28,79,2.2
القصص,28,80,2
القصص,28,81,1.7
القصص,28,82,2.9
القصص,28,83,1.5
القصص,28,84,2
القصص,28,85,1.8
القصص,28,86,1.8
القصص,28,87,1.7
القصص,28,88,1.7
النمل,27,1,1.8
النمل,27,2,0.4
النمل,27,3,1.1
النمل,27,4,1.1
النمل,27,5,1.1
النمل,27,6,0.8
النمل,27,7,1.6
النمل,27,8,1.2
النمل,27,9,0.7
النمل,27,10,1.6
النمل,27,11,0.9
النمل,27,12,1.7
النمل,27,13,1
النمل,27,14,1.4
النمل,27,15,1.6
النمل,27,16,1.9
النمل,27,17,1.1
النمل,27,18,2
النمل,27,19,3
النمل,27,20,1.2
النمل,27,21,1.3
النمل,27,22,1.5
النمل,27,23,1.2
النمل,27,24,2
النمل,27,25,1.7
النمل,27,26,0.8
النمل,27,27,0.9
النمل,27,28,1.1
النمل,27,29,0.8
النمل,27,30,0.9
النمل,27,31,0.6
النمل,27,32,1.1
النمل,27,33,1.2
النمل,27,34,1.7
النمل,27,35,1
النمل,27,36,1.6
النمل,27,37,1.3
النمل,27,38,1.1
النمل,27,39,1.3
النمل,27,40,3.3
النمل,27,41,1.1
النمل,27,42,1.3
النمل,27,43,1
النمل,27,44,3
النمل,27,45,1.5
النمل,27,46,1.7
النمل,27,47,1.4
النمل,27,48,1.3
النمل,27,49,1.8
النمل,27,50,1
النمل,27,51,1.3
النمل,27,52,1.5
النمل,27,53,0.9
النمل,27,54,1.3
النمل,27,55,1.3
النمل,27,56,1.8
النمل,27,57,1
النمل,27,58,0.9
النمل,27,59,1.3
النمل,27,60,3
النمل,27,61,2.4
النمل,27,62,2.2
النمل,27,63,2.4
النمل,27,64,2
النمل,27,65,1.3
النمل,27,66,1.3
النمل,27,67,1.1
النمل,27,68,1.3
النمل,27,69,1
النمل,27,70,1
النمل,27,71,0.9
النمل,27,72,1
النمل,27,73,1
النمل,27,74,0.9
النمل,27,75,0.9
النمل,27,76,1.3
النمل,27,77,0.5
النمل,27,78,1
النمل,27,79,0.8
النمل,27,80,1
النمل,27,81,1.6
النمل,27,82,1.7
النمل,27,83,1.1
النمل,27,84,1.3
النمل,27,85,0.9
النمل,27,86,1.6
النمل,27,87,1.6
النمل,27,88,1.9
النمل,27,89,1
النمل,27,90,1.4
النمل,27,91,1.8
النمل,27,92,1.6
النمل,27,93,1.2
الشعراء,26,1,1.1
الشعراء,26,2,0.5
الشعراء,26,3,0.8
الشعراء,26,4,1
الشعراء,26,5,1
الشعراء,26,6,0.9
الشعراء,26,7,0.8
الشعراء,26,8,0.8
الشعراء,26,9,0.5
الشعراء,26,10,0.7
الشعراء,26,11,0.5
الشعراء,26,12,0.6
الشعراء,26,13,1
الشعراء,26,14,0.7
الشعراء,26,15,0.9
الشعراء,26,16,0.8
الشعراء,26,17,0.4
الشعراء,26,18,1
الشعراء,26,19,1
الشعراء,26,20,0.5
الشعراء,26,21,1.2
الشعراء,26,22,0.8
الشعراء,26,23,0.5
الشعراء,26,24,1
الشعراء,26,25,0.6
الشعراء,26,26,0.6
الشعراء,26,27,0.8
الشعراء,26,28,0.9
الشعراء,26,29,1
الشعراء,26,30,0.5
الشعراء,26,31,0.8
الشعراء,26,32,0.7
الشعراء,26,33,0.5
الشعراء,26,34,0.7
الشعراء,26,35,1.1
الشعراء,26,36,0.8
الشعراء,26,37,0.7
الشعراء,26,38,0.6
الشعراء,26,39,0.7
الشعراء,26,40,0.7
الشعراء,26,41,1.1
الشعراء,26,42,0.6
الشعراء,26,43,0.6
الشعراء,26,44,1.2
الشعراء,26,45,0.8
الشعراء,26,46,0.5
الشعراء,26,47,0.5
الشعراء,26,48,0.4
الشعراء,26,49,2.3
الشعراء,26,50,0.6
الشعراء,26,51,1
الشعراء,26,52,0.9
الشعراء,26,53,0.6
الشعراء,26,54,0.5
الشعراء,26,55,0.3
الشعراء,26,56,0.4
الشعراء,26,57,0.6
الشعراء,26,58,0.4
الشعراء,26,59,0.5
الشعراء,26,60,0.5
الشعراء,26,61,0.9
الشعراء,26,62,0.5
الشعراء,26,63,1.6
الشعراء,26,64,0.4
الشعراء,26,65,0.6
الشعراء,26,66,0.4
الشعراء,26,67,0.7
الشعراء,26,68,0.6
الشعراء,26,69,0.5
الشعراء,26,70,0.7
الشعراء,26,71,0.7
الشعراء,26,72,0.5
الشعراء,26,73,0.5
الشعراء,26,74,0.7
الشعراء,26,75,0.6
الشعراء,26,76,0.6
الشعراء,26,77,0.5
الشعراء,26,78,0.5
الشعراء,26,79,0.5
الشعراء,26,80,0.6
الشعراء,26,81,0.5
الشعراء,26,82,0.9
الشعراء,26,83,1
الشعراء,26,84,0.6
الشعراء,26,85,0.5
الشعراء,26,86,0.6
الشعراء,26,87,0.4
الشعراء,26,88,0.5
الشعراء,26,89,0.5
الشعراء,26,90,0.5
الشعراء,26,91,0.4
الشعراء,26,92,0.6
الشعراء,26,93,0.6
الشعراء,26,94,0.5
الشعراء,26,95,0.4
الشعراء,26,96,0.5
الشعراء,26,97,0.7
الشعراء,26,98,0.5
الشعراء,26,99,0.5
الشعراء,26,100,0.4
الشعراء,26,101,0.3
الشعراء,26,102,0.6
الشعراء,26,103,0.7
الشعراء,26,104,0.6
الشعراء,26,105,0.5
الشعراء,26,106,0.6
الشعراء,26,107,0.4
الشعراء,26,108,0.4
الشعراء,26,109,1
الشعراء,26,110,0.4
الشعراء,26,111,0.8
الشعراء,26,112,0.6
الشعراء,26,113,0.6
الشعراء,26,114,0.5
الشعراء,26,115,0.3
الشعراء,26,116,0.9
الشعراء,26,117,0.4
الشعراء,26,118,1
الشعراء,26,119,0.7
الشعراء,26,120,0.5
الشعراء,26,121,0.9
الشعراء,26,122,0.5
الشعراء,26,123,0.4
الشعراء,26,124,0.6
الشعراء,26,125,0.3
الشعراء,26,126,0.4
الشعراء,26,127,1
الشعراء,26,128,0.7
الشعراء,26,129,0.7
الشعراء,26,130,0.6
الشعراء,26,131,0.4
الشعراء,26,132,0.6
الشعراء,26,133,0.4
الشعراء,26,134,0.3
الشعراء,26,135,0.7
الشعراء,26,136,1
الشعراء,26,137,0.4
الشعراء,26,138,0.4
الشعراء,26,139,1.1
الشعراء,26,140,0.5
الشعراء,26,141,0.5
الشعراء,26,142,0.6
الشعراء,26,143,0.5
الشعراء,26,144,0.4
الشعراء,26,145,1
الشعراء,26,146,0.6
الشعراء,26,147,0.4
الشعراء,26,148,0.6
الشعراء,26,149,0.7
الشعراء,26,150,0.3
الشعراء,26,151,0.5
الشعراء,26,152,0.7
الشعراء,26,153,0.7
الشعراء,26,154,1
الشعراء,26,155,0.9
الشعراء,26,156,0.8
الشعراء,26,157,0.5
الشعراء,26,158,1.3
الشعراء,26,159,0.6
الشعراء,26,160,0.5
الشعراء,26,161,0.5
الشعراء,26,162,0.4
الشعراء,26,163,0.5
الشعراء,26,164,1.1
الشعراء,26,165,0.5
الشعراء,26,166,1.1
الشعراء,26,167,0.8
الشعراء,26,168,0.6
الشعراء,26,169,0.5
الشعراء,26,170,0.5
الشعراء,26,171,0.4
الشعراء,26,172,0.3
الشعراء,26,173,0.8
الشعراء,26,174,0.6
الشعراء,26,175,0.6
الشعراء,26,176,0.7
الشعراء,26,177,0.5
الشعراء,26,178,0.3
الشعراء,26,179,0.4
الشعراء,26,180,1
الشعراء,26,181,0.8
الشعراء,26,182,0.6
الشعراء,26,183,1
الشعراء,26,184,0.7
الشعراء,26,185,0.6
الشعراء,26,186,0.9
الشعراء,26,187,1.1
الشعراء,26,188,0.6
الشعراء,26,189,1.1
